Marital_status,Previous_qualification,Displaced,Debtor,tuition_paid,Gender,has_scholarship,enrollment_age,course_sem1_enrolled,course_sem1_evaluated,course_sem1_passed,course_sem1_grade,course_sem2_enrolled,course_sem2_evaluated,course_sem2_passed,course_sem2_grade,Target
1,0,1,0,1,0,1,18,6,10,5,10.571428571428571,6,9,5,12.2,0
1,0,1,0,1,0,1,20,8,8,7,13.487142857142857,8,8,7,13.487142857142857,0
1,0,0,0,1,0,1,20,6,6,6,12.333333333333334,6,7,6,11.833333333333334,0
1,0,0,0,1,0,0,23,6,11,6,11.875,6,9,5,12.833333333333334,1
1,0,1,0,1,0,0,20,7,7,6,13.966666666666669,7,7,6,13.966666666666669,0
1,1,1,0,0,0,0,28,5,10,0,0.0,5,10,0,0.0,1
1,0,1,0,1,0,0,21,5,8,4,11.5,5,5,5,12.8,0
1,0,1,0,1,0,0,21,2,2,2,12.5,7,0,0,0.0,1
1,0,0,0,1,0,0,28,7,0,0,0.0,8,0,0,0.0,1
1,0,0,0,1,0,0,18,7,10,6,11.98,8,11,7,13.225,0
1,0,0,0,1,0,0,19,7,10,6,11.614285714285714,8,8,8,14.0375,0
1,0,0,0,1,0,0,19,7,0,0,0.0,8,0,0,0.0,1
1,0,1,0,1,0,1,20,7,9,6,12.766666666666666,8,10,7,12.128571428571428,0
1,0,0,0,1,0,1,18,6,7,6,12.666666666666666,6,7,5,12.2,0
1,0,1,0,1,0,0,20,6,7,6,11.5,6,10,4,10.571428571428571,1
1,0,0,0,1,0,0,31,6,13,5,11.4,6,14,4,11.75,1
1,0,1,0,1,0,1,19,7,8,7,14.70625,8,8,8,14.4775,0
1,0,1,0,1,0,1,19,7,9,6,11.814285714285717,8,8,7,13.542857142857144,0
1,0,0,0,1,0,0,23,6,8,6,13.0,6,8,6,11.875,0
1,0,0,0,1,0,0,19,6,7,6,14.857142857142858,6,6,6,13.333333333333334,0
1,0,0,1,0,0,0,27,5,6,2,11.5,5,5,1,11.0,1
1,3,0,0,1,0,0,29,7,9,1,10.0,7,0,0,0.0,1
1,0,1,0,1,0,0,18,6,10,5,11.8,6,10,5,12.2,0
1,0,0,0,1,0,0,18,6,7,5,11.8,6,6,6,12.666666666666666,0
1,0,0,0,1,0,0,18,8,8,8,12.77125,8,8,8,12.77125,0
1,0,1,0,1,0,0,18,6,6,6,12.666666666666666,6,7,5,14.6,0
1,0,1,0,1,0,1,18,8,12,7,11.721428571428572,8,12,7,11.721428571428572,0
1,0,1,0,1,0,0,18,6,6,6,12.666666666666666,6,6,6,13.666666666666666,0
1,0,0,0,1,0,0,18,5,12,4,13.0,5,6,5,14.0,1
1,0,0,0,1,0,0,21,5,6,0,0.0,5,5,0,0.0,1
2,0,0,0,0,0,0,32,5,5,0,0.0,5,10,0,0.0,1
1,0,0,0,1,0,0,28,5,6,4,12.5,5,7,4,11.75,0
1,0,0,0,0,0,0,40,4,4,0,0.0,5,0,0,0.0,1
2,0,0,1,0,0,0,39,5,5,0,0.0,4,4,0,0.0,1
2,0,0,1,0,0,0,39,6,0,0,0.0,6,0,0,0.0,1
1,0,1,0,1,0,0,23,6,10,5,12.8,6,9,3,11.666666666666666,1
1,0,1,0,1,0,0,23,6,11,4,11.25,6,10,5,10.2,1
1,0,0,0,1,0,0,18,5,14,2,12.0,5,6,5,12.6,0
1,0,1,0,0,0,0,20,6,9,5,13.0,6,7,6,13.5,0
1,0,1,0,1,0,1,18,5,9,4,12.0,5,8,5,13.0,0
1,0,1,0,1,0,0,18,7,8,4,12.0,8,8,0,0.0,1
1,0,1,0,1,1,0,24,0,0,0,0.0,0,0,0,0.0,0
1,0,0,1,0,1,0,26,5,5,0,0.0,5,9,0,0.0,1
1,0,1,1,1,1,0,18,6,11,5,13.625,6,9,4,11.75,1
1,0,1,0,1,1,0,22,6,0,0,0.0,6,0,0,0.0,1
1,0,1,0,1,1,0,18,8,8,7,11.69,8,8,7,11.69,0
1,3,0,0,1,1,0,25,0,0,0,0.0,0,0,0,0.0,0
1,0,1,0,1,1,0,24,5,10,4,11.5,5,11,5,11.285714285714286,0
1,0,1,0,1,1,0,27,5,10,1,14.0,5,0,0,0.0,1
1,0,0,0,1,1,0,21,6,7,5,11.0,6,7,5,12.4,0
1,3,1,0,1,1,0,21,6,7,6,12.857142857142858,6,6,6,13.166666666666666,0
1,0,1,0,1,1,0,19,6,9,4,12.5,6,6,6,11.333333333333334,1
1,0,0,0,1,1,0,28,7,7,7,14.528571428571428,8,11,8,15.018181818181818,0
1,3,0,0,1,1,1,21,6,8,6,13.0,6,10,6,12.625,0
1,0,0,0,1,1,1,18,7,7,7,15.957142857142856,8,9,8,15.188888888888888,0
1,0,1,0,1,1,0,19,5,8,5,13.25,5,8,5,11.0,0
1,0,1,0,1,1,0,19,5,12,3,12.0,5,10,3,12.0,1
1,3,1,1,0,1,0,25,6,10,4,13.0,6,9,4,13.75,1
1,0,0,1,1,1,0,21,11,12,9,11.77777777777778,8,11,3,13.666666666666666,1
1,0,1,0,1,1,0,19,5,10,2,11.0,6,10,0,0.0,1
1,0,0,0,1,1,0,20,5,14,0,0.0,5,5,0,0.0,1
1,0,1,0,1,1,0,18,0,0,0,0.0,0,0,0,0.0,0
1,0,1,0,1,1,0,23,8,8,8,12.5075,8,8,8,12.5075,0
1,0,0,0,1,1,0,25,5,13,1,10.0,5,8,2,11.333333333333334,1
1,0,1,0,1,1,0,18,6,6,6,13.5,6,9,5,13.2,0
1,0,0,0,1,1,0,27,6,7,6,14.0,6,7,6,14.714285714285714,0
1,3,0,0,1,1,0,25,3,4,0,0.0,3,5,0,0.0,1
1,0,0,0,1,1,0,20,5,7,5,14.6,5,5,5,14.2,0
1,0,0,0,1,1,0,27,6,10,5,13.0,6,13,5,11.5,0
1,0,0,0,1,1,0,20,6,7,6,12.166666666666666,6,9,6,12.0,0
1,0,1,0,1,1,0,22,5,9,0,0.0,5,5,1,12.0,1
1,0,0,0,1,1,0,19,0,0,0,0.0,0,0,0,0.0,0
1,0,0,0,1,1,0,19,8,8,7,13.828571428571427,8,8,7,13.828571428571427,0
2,0,0,0,1,0,0,20,6,7,6,11.5,6,6,6,11.666666666666666,0
1,0,1,0,1,0,0,20,6,6,4,13.5,6,8,6,13.625,0
1,0,1,0,1,0,0,31,6,12,0,0.0,6,0,0,0.0,1
1,0,1,0,1,0,0,18,7,8,7,12.5375,8,9,7,12.614285714285714,0
1,0,1,0,1,0,0,18,5,10,4,12.0,5,9,4,12.8,0
1,0,0,0,1,0,0,19,6,8,5,11.8,6,8,5,11.6,0
1,0,0,0,1,0,1,18,5,5,5,15.0,5,5,5,15.2,0
1,0,0,0,1,0,0,19,5,7,3,12.0,5,7,5,13.2,0
1,0,1,0,1,0,1,18,6,6,6,12.833333333333334,6,7,6,12.285714285714286,0
1,0,1,0,1,0,0,19,6,12,6,11.666666666666666,6,14,3,12.0,0
1,0,0,0,1,0,0,19,7,9,7,12.1625,8,8,8,13.825,0
1,0,1,0,1,0,0,18,6,6,6,13.833333333333334,6,11,6,14.555555555555555,0
1,3,0,0,1,0,1,20,6,9,6,12.125,6,7,6,13.571428571428571,0
1,0,0,0,0,0,1,20,6,10,4,12.0,6,14,3,10.0,1
1,0,0,0,1,0,0,20,6,7,6,12.666666666666666,6,9,6,13.77777777777778,0
1,0,1,0,1,0,0,23,6,0,0,0.0,6,0,0,0.0,1
1,0,0,1,0,0,0,21,6,6,4,13.0,6,8,4,11.6,1
1,0,0,0,1,0,0,27,6,6,6,12.5,6,6,6,12.333333333333334,0
1,0,0,0,1,0,1,18,7,9,7,13.055555555555555,8,8,8,15.8125,0
1,0,1,0,0,0,0,21,0,0,0,0.0,0,0,0,0.0,1
1,0,1,1,1,0,1,19,5,7,0,0.0,5,5,0,0.0,1
2,0,1,0,1,0,0,24,6,9,5,13.0,6,6,6,14.166666666666666,0
1,0,1,0,1,0,0,20,6,6,6,12.833333333333334,6,10,6,11.166666666666666,0
1,0,1,0,1,0,1,19,8,8,7,12.357142857142858,8,8,7,12.357142857142858,0
1,0,1,0,1,0,1,20,6,6,6,12.333333333333334,6,6,6,10.666666666666666,0
1,0,1,0,1,0,0,20,7,8,7,12.847142857142858,8,10,8,13.788888888888888,0
1,0,1,0,1,0,1,19,7,9,6,12.339999999999998,8,9,8,13.01875,0
1,0,1,0,1,0,0,20,6,6,6,13.833333333333334,6,6,6,12.5,0
1,0,1,0,1,0,0,19,5,15,2,10.75,5,11,2,10.0,1
1,0,1,0,1,0,0,19,6,11,4,13.25,6,10,4,10.25,1
1,0,1,0,1,0,1,18,8,8,8,13.73125,8,8,8,13.73125,0
1,0,0,0,1,0,1,23,6,6,6,13.333333333333334,6,8,3,12.666666666666666,1
1,0,1,0,1,0,0,21,6,8,5,12.0,6,9,5,10.8,1
1,3,1,0,1,0,0,23,9,10,9,10.88888888888889,8,10,6,11.333333333333334,0
1,0,1,0,1,0,0,19,7,8,7,13.025,8,9,8,13.811111111111112,0
1,0,1,0,1,0,0,18,6,6,6,13.0,6,6,6,14.166666666666666,0
1,0,1,0,1,0,0,19,6,10,5,11.8,6,10,5,12.0,0
1,0,0,0,1,0,1,25,8,8,7,12.042857142857144,8,8,7,12.042857142857144,0
1,0,0,0,1,0,1,19,7,8,7,12.8375,8,8,8,15.5,0
1,0,1,0,1,0,1,18,6,7,6,13.5,6,9,5,14.0,0
1,0,1,0,1,0,1,19,6,8,6,12.125,6,7,6,12.714285714285714,0
1,0,0,0,1,0,1,18,8,12,7,12.62857142857143,8,12,7,12.62857142857143,0
1,0,0,0,1,0,0,19,6,11,5,11.2,6,13,5,11.6,0
1,0,0,0,1,0,1,18,6,6,6,12.666666666666666,6,6,6,11.833333333333334,1
1,0,1,1,0,0,0,20,6,0,0,0.0,6,0,0,0.0,1
2,0,0,0,1,0,0,26,5,5,5,12.0,5,6,5,14.833333333333334,0
1,0,0,0,1,0,0,27,7,9,7,12.228571428571428,8,10,8,13.2125,0
1,0,1,0,1,0,0,20,5,6,4,11.5,5,5,4,10.75,0
1,0,1,0,1,0,0,18,6,8,6,15.375,6,7,6,16.428571428571427,0
1,3,0,0,1,0,0,24,8,11,7,12.614285714285714,8,11,7,12.614285714285714,0
1,3,1,0,1,0,1,19,6,7,5,12.2,6,6,6,11.5,0
1,0,0,0,1,0,0,19,6,13,4,11.75,6,10,4,11.0,0
1,0,0,0,1,0,0,20,6,6,5,12.4,6,9,5,12.4,0
1,0,0,0,1,0,0,25,6,6,0,0.0,6,6,0,0.0,1
1,3,0,0,1,0,0,21,6,6,6,15.833333333333334,6,8,6,15.5,0
1,0,1,0,1,0,0,18,6,7,6,12.571428571428571,6,6,6,13.666666666666666,0
1,0,1,0,1,0,0,18,5,7,3,12.0,5,7,4,13.25,0
1,0,1,0,1,1,0,19,7,8,7,13.3625,8,9,8,14.444444444444445,0
1,0,1,0,1,0,1,19,5,6,5,15.4,5,5,5,16.0,0
1,0,1,1,0,0,0,18,6,9,5,12.2,6,9,4,11.75,1
1,3,1,0,1,0,1,20,11,11,11,12.818181818181818,11,11,11,13.545454545454543,0
1,0,1,0,1,0,0,19,7,0,0,0.0,8,0,0,0.0,1
1,0,1,0,1,0,1,20,6,8,6,14.25,6,8,6,11.0,0
1,0,1,0,1,0,1,19,7,8,7,12.285714285714286,8,10,8,11.7375,0
1,0,1,0,1,0,0,22,6,7,6,11.666666666666666,6,7,5,13.2,0
1,0,1,0,1,0,0,18,6,8,6,12.166666666666666,6,6,6,13.5,0
1,0,1,0,1,0,0,23,6,11,2,10.0,6,15,2,11.0,1
1,0,1,0,1,0,0,18,6,6,6,14.0,6,6,6,15.0,0
1,0,1,0,1,0,1,19,0,0,0,0.0,0,0,0,0.0,0
1,0,1,0,1,0,0,22,6,7,6,10.833333333333334,6,6,6,10.666666666666666,0
1,3,0,1,1,0,1,23,6,7,6,13.142857142857142,6,6,6,14.0,0
1,0,0,1,0,0,1,20,5,8,5,14.4,5,6,5,14.0,1
2,0,0,0,1,1,0,46,10,13,9,12.2,10,12,10,12.8,0
1,3,1,0,0,1,0,41,3,3,3,12.333333333333334,2,2,2,11.0,1
1,0,1,0,1,1,0,18,7,8,7,11.8375,8,9,8,12.48125,0
3,0,0,0,1,1,0,43,5,5,5,11.8,5,6,5,14.0,0
1,0,0,1,0,1,0,35,7,18,3,11.25,7,7,0,0.0,1
1,0,1,1,1,1,0,18,5,15,4,13.333333333333334,5,6,2,13.5,1
2,0,1,0,1,1,0,45,6,7,6,13.666666666666666,6,6,6,13.666666666666666,0
1,3,1,0,1,1,0,22,6,12,5,12.6,6,11,6,11.714285714285714,0
1,0,0,0,1,1,0,39,5,10,3,17.333333333333332,5,11,1,17.0,1
1,0,1,0,1,1,0,43,4,4,4,13.875,1,1,1,12.5,1
2,0,1,0,1,1,0,32,5,5,0,0.0,5,5,0,0.0,1
2,0,0,0,1,1,0,41,10,10,10,12.5,7,7,7,12.142857142857142,0
2,3,1,0,1,1,0,45,5,5,0,0.0,5,5,0,0.0,1
1,0,0,1,0,1,0,45,5,5,0,0.0,5,5,0,0.0,1
2,0,0,0,1,1,0,33,5,7,4,13.5,5,6,5,11.6,0
1,0,0,0,1,1,0,18,8,8,7,13.105714285714283,8,8,7,13.105714285714283,0
2,0,0,0,1,1,0,43,5,8,5,13.5,5,5,5,14.4,0
1,1,0,0,1,1,0,29,5,5,0,0.0,5,5,0,0.0,1
1,3,0,1,1,1,0,35,10,18,6,12.666666666666666,9,11,3,12.0,1
1,0,1,0,1,1,0,22,0,0,0,0.0,0,0,0,0.0,0
1,0,0,0,0,1,0,33,6,6,1,11.0,6,0,0,0.0,1
1,0,0,0,1,1,0,19,6,7,6,14.428571428571429,7,8,7,14.375,0
1,0,0,0,1,1,0,35,5,5,0,0.0,5,5,0,0.0,1
1,0,1,0,1,1,0,20,0,0,0,0.0,0,0,0,0.0,0
1,0,0,1,0,1,1,18,6,11,5,12.166666666666666,6,15,3,12.0,1
1,3,0,0,1,1,0,21,6,12,5,12.142857142857142,6,11,5,11.666666666666666,0
1,0,1,0,1,1,0,21,6,9,6,12.0,6,8,5,11.6,0
2,0,0,0,1,1,0,34,5,10,3,11.666666666666666,5,7,4,12.75,0
1,0,1,0,1,1,0,21,6,10,6,11.875,6,8,5,12.0,0
1,0,1,0,1,1,0,30,6,17,2,10.0,6,15,3,11.333333333333334,1
1,0,1,0,1,1,0,20,7,7,6,13.833333333333334,6,7,5,13.0,1
1,0,1,0,1,1,0,18,6,0,0,0.0,6,0,0,0.0,1
1,0,0,0,1,1,0,19,6,7,6,14.428571428571429,6,6,6,12.5,0
1,0,1,0,1,1,0,18,7,8,5,14.2,7,9,6,12.4,1
1,0,0,0,1,1,0,27,5,8,4,11.5,5,9,3,10.333333333333334,1
2,0,1,0,0,1,0,29,6,6,0,0.0,6,8,0,0.0,1
1,3,1,1,0,1,0,22,6,12,3,11.333333333333334,6,13,2,11.0,1
1,1,1,0,1,1,0,30,5,5,0,0.0,5,5,0,0.0,1
1,0,1,0,1,0,0,18,7,7,7,13.471428571428572,8,9,8,13.944444444444445,0
1,0,1,0,1,0,0,21,5,5,4,11.75,5,5,3,13.333333333333334,0
1,0,1,1,1,0,1,20,6,9,6,13.333333333333334,6,10,6,14.666666666666666,0
1,0,1,0,1,0,1,21,8,8,8,13.105,8,8,8,13.105,0
2,3,0,1,0,0,0,32,5,5,0,0.0,5,6,0,0.0,1
1,0,1,0,1,1,1,20,6,6,6,15.5,6,7,6,12.166666666666666,0
1,0,1,1,0,1,0,19,0,0,0,0.0,0,0,0,0.0,1
1,0,0,1,0,1,0,18,6,6,4,11.25,6,7,3,12.333333333333334,1
1,0,1,0,1,1,0,20,6,10,6,12.333333333333334,6,9,4,13.0,0
2,0,1,0,1,0,0,46,9,18,8,11.375,5,11,5,11.8,0
2,3,1,0,1,1,0,41,9,11,9,12.0,7,8,6,12.0,0
1,0,1,0,1,1,0,21,6,6,6,15.166666666666666,6,9,6,14.0,0
1,0,1,0,1,0,1,20,6,8,6,15.142857142857142,6,8,6,15.142857142857142,0
1,0,1,0,1,0,0,18,6,7,6,12.333333333333334,6,7,6,12.166666666666666,0
1,3,1,1,1,0,0,22,6,9,6,12.0,6,12,3,12.0,1
1,0,0,0,1,0,0,19,6,7,6,15.0,6,8,6,15.625,0
1,0,1,0,1,0,0,21,12,12,8,13.875,11,13,9,12.7,1
1,0,1,0,1,0,1,18,6,6,6,12.5,6,6,6,13.833333333333334,0
1,0,1,0,1,0,1,18,6,6,6,15.0,6,6,6,15.5,0
1,0,1,1,1,0,0,20,6,10,2,11.666666666666666,6,10,4,10.5,1
1,0,0,0,1,0,1,18,7,10,7,14.668,8,8,8,14.63375,0
1,0,1,0,1,0,1,20,6,7,5,12.8,6,6,6,12.333333333333334,0
1,0,1,0,1,0,0,19,6,10,6,10.833333333333334,6,7,6,12.142857142857142,0
1,0,1,0,1,0,0,18,6,6,6,13.666666666666666,6,6,5,14.0,0
1,0,0,0,1,0,0,18,8,8,7,14.537142857142856,8,8,7,14.537142857142856,0
1,0,0,1,1,0,1,18,5,5,5,14.4,5,5,5,14.0,1
1,0,1,0,1,0,1,20,0,0,0,0.0,0,0,0,0.0,0
1,0,0,0,1,0,1,19,6,6,6,13.166666666666666,6,6,6,13.833333333333334,0
1,0,0,0,0,1,0,36,6,15,2,11.5,7,9,0,0.0,1
1,0,0,0,1,0,1,19,6,7,6,11.333333333333334,6,7,6,12.428571428571429,0
1,0,1,0,1,0,0,18,6,6,6,12.0,6,6,5,13.6,0
1,0,0,0,1,0,1,18,6,6,6,13.166666666666666,6,6,6,12.166666666666666,0
1,0,1,0,1,0,1,18,6,6,6,14.833333333333334,6,6,6,14.166666666666666,0
1,0,1,0,1,0,0,19,7,7,7,13.0,9,9,9,13.22222222222222,0
1,0,1,0,1,0,0,18,7,8,7,13.087142857142856,8,8,8,12.95,0
1,0,1,0,1,0,1,19,6,8,6,13.333333333333334,6,7,6,13.666666666666666,0
1,0,1,1,0,0,0,18,6,0,0,0.0,6,0,0,0.0,1
1,0,1,0,1,0,0,19,5,7,5,13.6,5,6,5,12.2,0
1,0,1,0,1,0,0,18,6,6,6,15.5,6,6,6,14.0,0
1,0,0,0,1,0,0,19,7,7,7,13.857142857142858,7,7,7,14.285714285714286,0
1,0,1,0,1,0,1,18,6,6,6,13.0,6,6,6,12.166666666666666,0
1,0,1,0,1,0,0,20,4,4,0,0.0,6,0,0,0.0,1
1,0,1,1,0,0,1,22,6,0,0,0.0,6,0,0,0.0,1
1,0,1,0,1,0,1,18,7,8,7,12.142857142857142,7,9,6,13.666666666666666,0
1,0,0,0,1,0,1,18,7,7,7,14.145714285714286,8,9,8,13.627777777777778,0
1,0,0,0,1,0,0,18,7,7,7,14.45,8,9,8,14.144444444444444,0
1,0,0,0,1,0,0,18,7,7,7,15.714285714285714,7,7,7,15.0,0
1,0,1,0,1,0,0,18,6,6,6,14.5,6,6,6,12.833333333333334,0
1,0,1,0,1,0,0,25,6,6,6,12.833333333333334,6,6,6,12.833333333333334,0
1,0,1,0,1,0,1,18,5,10,5,12.0,5,8,4,11.6,0
1,0,1,0,1,0,0,19,0,0,0,0.0,0,0,0,0.0,0
1,0,1,0,1,0,1,20,6,7,6,12.571428571428571,6,7,6,13.285714285714286,0
1,0,1,0,1,0,1,21,6,6,6,12.5,6,6,6,11.5,0
1,0,1,0,1,0,0,18,6,8,6,14.0,6,9,5,14.0,0
1,0,1,0,1,0,0,18,7,8,7,11.571428571428571,7,9,6,13.166666666666666,1
1,0,1,0,1,0,1,18,6,6,6,15.833333333333334,6,6,6,15.333333333333334,0
1,0,1,0,1,0,0,18,8,8,8,14.25,8,8,8,14.25,0
1,0,0,0,1,0,0,19,6,0,0,0.0,6,0,0,0.0,1
1,0,1,0,1,0,0,20,6,8,6,11.666666666666666,6,10,6,11.0,1
2,0,0,0,1,1,0,31,6,11,2,12.0,6,12,1,10.0,1
2,0,1,0,1,1,0,46,5,6,0,0.0,5,5,0,0.0,1
1,0,1,0,1,1,0,19,5,10,3,13.333333333333334,5,9,4,10.75,1
1,3,0,0,0,1,0,22,5,5,0,0.0,5,5,0,0.0,1
1,0,1,0,1,1,0,19,5,5,5,13.8,5,7,5,12.4,0
1,0,0,1,0,0,0,19,5,14,0,0.0,5,5,0,0.0,1
1,0,1,0,1,0,0,18,7,7,6,14.016666666666666,7,7,6,14.016666666666666,0
1,0,1,0,1,0,0,18,6,9,5,11.4,6,8,5,10.8,0
1,0,1,1,0,0,1,23,0,0,0,0.0,0,0,0,0.0,1
1,0,0,0,1,0,0,19,5,11,3,10.666666666666666,5,9,4,10.25,0
1,0,1,0,1,0,1,23,6,7,6,13.857142857142858,6,6,6,14.166666666666666,0
2,0,0,0,1,1,1,34,8,8,7,13.842857142857143,8,8,7,13.842857142857143,0
1,0,1,0,1,1,0,21,6,6,5,11.8,6,9,0,0.0,1
1,0,1,0,1,1,0,22,6,6,6,12.666666666666666,6,6,6,13.833333333333334,1
1,2,0,0,1,1,0,28,6,6,0,0.0,6,6,0,0.0,1
1,0,1,0,1,1,0,23,5,7,0,0.0,5,5,0,0.0,1
1,0,0,0,1,1,0,20,6,11,4,10.75,6,13,2,10.0,1
1,0,1,0,1,1,0,18,5,7,5,12.6,5,9,3,13.25,1
1,2,1,1,0,1,0,28,5,5,0,0.0,5,5,0,0.0,1
1,3,0,0,1,1,0,21,7,7,2,12.0,9,10,7,12.142857142857142,1
1,0,0,1,0,1,0,25,6,7,3,14.0,6,9,2,14.5,1
1,3,1,0,0,1,0,19,6,6,6,14.0,6,11,6,13.5,1
1,0,1,0,1,1,1,18,7,7,7,14.682857142857143,8,9,8,15.055555555555555,0
1,3,0,0,1,1,1,29,5,6,0,0.0,5,7,0,0.0,1
1,0,0,0,1,1,0,20,6,7,6,13.857142857142858,6,7,5,12.8,0
1,0,0,0,1,1,0,18,0,0,0,0.0,0,0,0,0.0,0
2,0,1,0,1,1,0,33,5,14,1,18.0,5,9,2,13.0,1
1,0,0,0,1,1,1,19,7,9,7,14.244444444444444,8,12,8,12.233333333333333,0
1,0,0,0,1,1,1,21,6,8,4,11.5,6,7,5,11.0,1
1,0,0,0,1,1,1,25,7,7,2,10.0,7,7,0,0.0,1
1,0,0,0,1,1,0,19,5,7,3,12.333333333333334,5,5,5,11.6,0
1,3,1,0,1,1,0,23,7,8,5,12.2,9,10,7,12.142857142857142,1
1,0,1,0,1,1,1,19,6,6,6,13.666666666666666,6,7,5,13.2,0
1,0,1,0,1,1,0,19,0,0,0,0.0,0,0,0,0.0,0
1,0,0,1,0,1,0,31,6,15,1,11.0,6,10,0,0.0,1
1,0,0,1,0,1,0,32,6,8,3,13.0,10,14,6,11.428571428571429,1
1,0,1,0,1,0,1,19,8,12,7,12.599999999999998,8,12,7,12.599999999999998,0
1,1,1,0,1,0,0,34,10,11,10,12.2,10,12,9,12.333333333333334,0
1,0,0,0,1,0,1,19,7,7,7,14.014285714285714,8,8,8,15.35,0
1,0,0,0,1,0,1,20,6,9,4,13.0,6,13,4,11.25,0
1,0,1,0,1,0,0,18,6,6,6,14.0,6,6,6,14.666666666666666,0
1,0,1,0,1,0,1,21,8,8,7,14.428571428571429,8,8,7,14.428571428571429,0
1,0,0,0,0,0,0,26,5,9,0,0.0,5,10,0,0.0,1
2,3,0,0,0,0,0,21,5,12,3,11.333333333333334,5,10,1,13.0,1
1,0,0,0,1,0,0,18,6,9,6,12.5,6,9,6,13.0,0
1,3,1,0,1,0,1,21,12,12,12,13.333333333333334,12,12,11,12.545454545454543,0
1,0,0,0,1,0,1,19,6,6,6,13.0,6,6,6,14.0,0
1,0,0,0,1,0,0,19,5,7,2,10.0,5,11,2,14.0,1
1,0,0,0,1,0,1,19,6,8,6,11.428571428571429,6,11,5,11.2,0
1,0,1,0,1,0,0,27,8,8,8,12.8875,8,8,8,12.8875,0
1,0,1,0,1,0,1,18,7,7,6,12.95,7,7,6,12.95,0
1,0,1,0,1,0,0,20,5,12,1,10.0,5,5,0,0.0,1
1,0,1,0,1,0,1,19,7,7,7,13.094285714285714,8,8,8,12.55,0
1,0,1,0,1,0,0,20,6,7,0,0.0,6,6,0,0.0,1
1,0,1,0,1,0,1,19,6,12,5,11.714285714285714,6,11,6,11.0,0
1,0,0,0,1,0,0,20,0,0,0,0.0,0,0,0,0.0,1
1,0,0,0,1,0,0,18,6,6,6,13.166666666666666,6,6,6,13.333333333333334,0
1,0,1,0,1,0,0,20,5,7,4,12.75,5,5,5,13.4,0
2,0,0,0,0,0,0,38,5,6,5,10.6,5,9,2,11.0,1
1,0,0,0,1,0,0,32,7,0,0,0.0,8,0,0,0.0,1
1,0,1,0,1,0,0,22,6,6,6,13.0,6,6,6,13.666666666666666,0
2,0,1,0,1,0,0,28,5,10,0,0.0,5,5,0,0.0,1
2,1,1,0,1,0,0,37,6,0,0,0.0,6,0,0,0.0,1
2,3,0,0,1,0,0,43,6,8,6,14.166666666666666,6,9,6,15.0,0
1,0,0,0,1,0,1,35,6,8,6,10.833333333333334,6,7,6,11.5,0
1,3,0,0,0,0,1,39,7,14,3,11.5,7,9,2,10.5,1
1,0,1,0,1,0,1,26,7,7,6,13.7,7,7,6,13.7,0
1,0,0,0,1,0,1,19,7,10,6,13.0,7,7,7,13.285714285714286,0
2,0,0,0,1,0,0,32,11,15,8,13.6,8,10,8,15.11111111111111,0
2,0,1,0,1,0,0,31,5,8,3,11.0,5,9,2,11.5,1
1,0,1,0,1,0,0,20,12,12,12,13.25,11,14,11,14.333333333333334,0
1,3,0,0,1,0,0,28,7,15,1,10.75,7,10,1,10.0,1
1,0,1,0,1,0,0,19,6,6,6,13.0,6,8,5,12.4,0
1,0,1,0,1,0,1,19,6,8,6,14.0,6,8,6,12.285714285714286,0
1,0,0,0,1,0,0,34,6,0,0,0.0,6,0,0,0.0,1
1,0,1,0,1,0,1,18,7,7,7,15.285714285714286,8,8,8,16.075,0
1,0,1,0,1,0,0,18,6,6,6,13.166666666666666,6,6,6,12.666666666666666,0
1,0,1,0,0,1,1,22,4,8,0,0.0,4,8,0,0.0,1
2,0,0,0,1,1,0,32,10,12,10,11.4,9,9,4,11.5,0
1,0,1,0,1,1,0,30,5,7,5,11.0,5,5,5,11.6,0
2,0,0,1,0,1,0,45,5,9,0,0.0,5,11,0,0.0,1
1,3,0,0,1,1,0,20,6,7,6,13.571428571428571,6,6,6,12.666666666666666,0
1,0,0,0,1,0,0,19,7,0,0,0.0,8,0,0,0.0,1
1,0,1,0,1,1,0,26,10,14,4,11.25,11,11,4,12.0,1
1,0,1,0,1,1,0,19,5,6,3,13.333333333333334,5,5,1,11.0,1
1,0,0,0,1,1,1,19,6,6,6,12.0,6,7,6,11.666666666666666,0
1,0,1,0,1,1,0,19,6,6,6,12.5,6,7,5,13.0,0
1,0,1,0,1,1,1,19,5,6,5,13.2,5,6,5,12.666666666666666,0
1,0,1,0,0,1,0,19,5,5,0,0.0,4,4,0,0.0,1
1,0,1,0,0,1,0,28,5,7,3,11.666666666666666,5,8,2,11.5,1
1,0,0,0,1,1,0,18,5,7,3,13.666666666666666,5,5,5,13.2,0
1,0,1,0,1,1,1,18,6,7,6,11.666666666666666,6,12,5,10.2,0
1,3,0,0,1,1,0,21,6,9,5,13.4,6,9,5,12.4,0
2,0,0,0,0,1,0,28,5,5,0,0.0,5,6,0,0.0,1
1,0,0,0,1,1,0,25,5,5,4,13.75,5,5,4,14.75,0
2,3,0,0,0,1,0,33,5,11,0,0.0,5,5,0,0.0,1
2,0,0,0,1,1,0,40,2,4,1,16.0,4,5,4,15.5,0
1,3,1,0,1,1,0,24,7,7,6,12.666666666666666,7,7,6,12.666666666666666,0
1,3,1,1,0,1,0,39,5,6,5,10.6,5,7,5,14.666666666666666,1
